iter,im_loss,no_replay_loss,replay_loss,ponder_loss,energy_no_replay,energy_replay,energy_start_no_replay,energy_start_replay,mean_last_dist
0,30.758907318115234,nan,nan,nan,nan,nan,nan,nan,5.503091812133789
10,6.513509273529053,nan,nan,nan,nan,nan,nan,nan,1.8867440223693848
20,1.7063045501708984,1.6494574546813965,1.7631518840789795,nan,-0.010833371430635452,-0.010500703006982803,0.010871252976357937,0.0476081520318985,1.2053784132003784
30,1.1328184604644775,1.6837577819824219,0.5818790197372437,nan,0.007166475988924503,0.009600048884749413,0.016722897067666054,0.015629205852746964,0.6475872993469238
40,1.2699253559112549,1.2199052572250366,1.3199455738067627,nan,-0.00396333821117878,-0.00075903459219262,0.009227408096194267,0.005915930029004812,1.0785298347473145
50,0.02689017914235592,0.03691812604665756,0.016862232238054276,nan,0.00035953844781033695,0.00037349629565142095,0.013803021982312202,0.005278332158923149,0.14631178975105286
60,0.041165970265865326,0.04595457389950752,0.03637736290693283,nan,-0.0009563794010318816,-0.001029855920933187,0.014415385201573372,0.001773125841282308,0.19749298691749573
70,0.03817746788263321,0.03957099840044975,0.036783941090106964,nan,-0.004144445993006229,-0.003237673081457615,0.010488719679415226,-0.003055382054299116,0.17496007680892944
80,0.015232862904667854,0.016848968341946602,0.013616757467389107,nan,1.4928627933841199e-05,0.00019424129277467728,0.012599819339811802,0.0003994595317635685,0.09880639612674713
90,0.002433096757158637,0.0023699349258095026,0.002496258355677128,nan,-0.0012823200086131692,-0.0016471159178763628,0.012662818655371666,-0.0015611933777108788,0.032610487192869186
100,0.0012848400510847569,0.0011633351678028703,0.0014063449343666434,nan,-0.0010842850897461176,-0.0008962235879153013,0.013928594067692757,-0.0008888287702575326,0.028321577236056328
110,0.001618757494725287,0.001895782770588994,0.00134173221886158,nan,-0.00049072434194386,-0.0001221794809680432,0.012557742185890675,-0.0001180192266474478,0.03661351650953293
120,0.0011316488962620497,0.0010328697971999645,0.0012304279953241348,nan,-0.001650932477787137,-0.0003756365040317178,0.012773364782333374,-0.0003712219186127186,0.025821847841143608
130,0.0008958003018051386,0.0010402149055153131,0.0007513858145102859,nan,-0.0005055967485532165,-0.0010291957296431065,0.012615058571100235,-0.0010279881535097957,0.028497718274593353
140,0.0008470398024655879,0.0009790214244276285,0.0007150583551265299,nan,-0.0003180841449648142,-0.0012073747348040342,0.012493334710597992,-0.0012058692518621683,0.02537771686911583
150,0.0008501580450683832,0.0009144669165834785,0.0007858490571379662,nan,-0.0006758795352652669,-0.0004843183560296893,0.01240791566669941,-0.00048379917279817164,0.02626274712383747
160,0.0007863239152356982,0.0008728132816031575,0.0006998346652835608,nan,-0.0006921975873410702,-0.000742093485314399,0.012441796250641346,-0.0007415873697027564,0.02584385871887207
170,0.0007500184001401067,0.0008017201325856149,0.0006983167259022593,nan,-0.001423354260623455,-0.0005652651307173073,0.01169051043689251,-0.0005648456863127649,0.024197738617658615
180,0.0007373383268713951,0.0008081771084107459,0.0006664995453320444,nan,-0.0007504866807721555,-0.0008716327138245106,0.01247023418545723,-0.0008712795097380877,0.02457587793469429
190,0.0006907791830599308,0.0007200451218523085,0.0006615132442675531,nan,-0.000998770003207028,-0.0005480678519234061,0.012017723172903061,-0.0005476595251820982,0.023540308699011803
200,0.0006563678616657853,0.0007122897077351809,0.0006004460155963898,nan,-0.00022158314823172987,-0.0011015485506504774,0.014151853509247303,-0.0011011922033503652,0.023143891245126724
210,0.0006477478891611099,0.0006869036587886512,0.0006085920613259077,nan,-0.0003208974376320839,-0.00022977785556577146,0.012417389079928398,-0.00022949359845370054,0.023273352533578873
220,0.0005862198304384947,0.0006046624621376395,0.0005677771987393498,nan,-0.00038705687620677054,-0.00038100965321063995,0.014531876891851425,-0.0003807900648098439,0.02237289771437645
230,0.0005614034598693252,0.0005733228754252195,0.0005494840443134308,nan,-0.0009230974246747792,-0.00020566635066643357,0.012381596490740776,-0.0002053964853985235,0.021423371508717537
240,0.0005369284772314131,0.0005853845505043864,0.0004884724039584398,nan,-0.0001245421590283513,-0.00024779365048743784,0.013356308452785015,-0.0002475683286320418,0.02128022350370884
250,0.0004944512620568275,0.0005345740355551243,0.0004543284885585308,nan,-0.0008703942876309156,-0.0006046405178494751,0.012471143156290054,-0.0006044211331754923,0.019925620406866074
260,0.0004815927240997553,0.000509908888489008,0.0004532765015028417,nan,-8.143330342136323e-05,-0.0005923562566749752,0.014015885069966316,-0.000592136406339705,0.02013504132628441
270,0.0004498519410844892,0.0004724922473542392,0.00042721160571090877,nan,-0.000385783874662593,-0.0006462265155278146,0.012844529002904892,-0.0006460006115958095,0.019113894551992416
280,0.00042970632784999907,0.00046400370774790645,0.0003954088897444308,nan,0.00038603131542913616,-0.00038827606476843357,0.01357017271220684,-0.0003880728327203542,0.01888643577694893
290,0.00038153145578689873,0.00040486332727596164,0.0003581995842978358,nan,-0.0009207812836393714,-0.0008426746353507042,0.01205621100962162,-0.0008424886618740857,0.017795458436012268
300,0.000375597330275923,0.00038785283686593175,0.0003633418236859143,nan,-0.0004996218485757709,-7.574053597636521e-05,0.013525240123271942,-7.55984365241602e-05,0.01780272088944912
310,0.00036190374521538615,0.0003745805297512561,0.0003492269606795162,nan,-6.831411155872047e-05,-0.00028065533842891455,0.012506814673542976,-0.0002805451222229749,0.01736760139465332
320,0.0003343200369272381,0.0003407321637496352,0.00032790793920867145,nan,-0.0007736372062936425,7.23300181562081e-05,0.012728414498269558,7.2413073212374e-05,0.016691597178578377
330,0.00029647647170349956,0.00032080215169116855,0.00027215079171583056,nan,-2.6216912374366075e-05,-0.0006137188756838441,0.013836892321705818,-0.0006136149168014526,0.015509597957134247
340,0.00028771505458280444,0.00030862665153108537,0.00026680348673835397,nan,-0.0004712561203632504,-0.00020704104099422693,0.011926728300750256,-0.0002069735201075673,0.015442181378602982
350,0.00026355322916060686,0.0002929671318270266,0.0002341393119422719,nan,0.00020989790209569037,-0.0007554661715403199,0.014190907590091228,-0.0007553969626314938,0.014574620872735977
360,0.00026370995328761637,0.000271874014288187,0.00025554586318321526,nan,-0.0006095994031056762,0.00012895662803202868,0.01135238353163004,0.00012902379967272282,0.014939611777663231
370,0.00023898965446278453,0.00024427863536402583,0.00023370067356154323,nan,-0.0006533708074130118,-0.0004596631624735892,0.013471459038555622,-0.00045960204442963004,0.014141390100121498
380,0.00022160200751386583,0.00023011775920167565,0.00021308622672222555,nan,-0.0005229224916547537,-0.0006209700368344784,0.012730785645544529,-0.000620899023488164,0.013398843817412853
390,0.00020466549904085696,0.00022391218226402998,0.0001854188449215144,nan,-2.268940443173051e-05,-0.0008848605793900788,0.01305715274065733,-0.0008848143042996526,0.01301726046949625
400,0.00019085592066403478,0.00020248381770215929,0.00017922805272974074,nan,-0.0003102109767496586,-0.0008009959710761905,0.012415749952197075,-0.0008009425946511328,0.012465550564229488
410,0.0001809119712561369,0.00018900308350566775,0.00017282085900660604,nan,-9.636751201469451e-05,-4.613808778231032e-05,0.01307552121579647,-4.6089586248854175e-05,0.012311775237321854
420,0.00016677204985171556,0.00017214493709616363,0.00016139917715918273,nan,0.0002507156750652939,-0.00042554494575597346,0.013632286339998245,-0.00042550527723506093,0.011715691536664963
430,0.00016512113506905735,0.00016881193732842803,0.0001614303473616019,nan,-8.35145401651971e-05,0.0004210103943478316,0.01239415630698204,0.0004210493643768132,0.011690573766827583
440,0.00014460472448263317,0.00015507815987803042,0.00013413130363915116,nan,0.00045777764171361923,-0.0004455294110812247,0.01283467747271061,-0.0004455047892406583,0.010885234922170639
450,0.00013247302558738738,0.00014402426313608885,0.00012092178803868592,nan,-4.198111855657771e-05,-0.00019278813851997256,0.013353822752833366,-0.00019276259990874678,0.01047707162797451
460,0.00012310802412685007,0.0001293723180424422,0.00011684375931508839,nan,-1.0911819117609411e-05,-0.0005517410463653505,0.013861523009836674,-0.0005517095560207963,0.01010132022202015
470,0.00011525494483066723,0.00012080800661351532,0.00010970188304781914,nan,0.00010032128193415701,-0.0002411965688224882,0.013830503448843956,-0.0002411780005786568,0.009723033756017685
