iter,im_loss,no_replay_loss,replay_loss,ponder_loss,energy_no_replay,energy_replay,energy_start_no_replay,energy_start_replay,mean_last_dist
0,117.55201721191406,nan,nan,nan,nan,nan,nan,nan,10.840291976928711
10,4.6719255447387695,nan,nan,nan,nan,nan,nan,nan,1.6893558502197266
20,19.83326530456543,0.7394950985908508,38.92703628540039,nan,0.015734264627099037,0.003251467365771532,0.019879810512065887,0.08314498513936996,1.5983954668045044
30,0.09502772986888885,0.0969514399766922,0.0931040346622467,nan,0.015323407016694546,0.015429114922881126,0.022236499935388565,0.03262820094823837,0.25326335430145264
40,0.014460556209087372,0.014100303873419762,0.014820806682109833,nan,0.012145573273301125,0.01195888314396143,0.022188913077116013,0.012566236779093742,0.11733378469944
50,0.0250123031437397,0.023829489946365356,0.026195118203759193,nan,0.01011583860963583,0.010486270301043987,0.02267097495496273,0.01055248361080885,0.136844664812088
60,0.003756210207939148,0.003656062763184309,0.003856357652693987,nan,0.010582774877548218,0.010881388559937477,0.022752616554498672,0.010959558188915253,0.057530056685209274
70,0.000811485224403441,0.0007770181400701404,0.0008459522505290806,nan,0.010579043067991734,0.010877837426960468,0.023555919528007507,0.010893438011407852,0.02175830863416195
80,0.0012006370816379786,0.0012024124152958393,0.0011988615151494741,nan,0.01068201381713152,0.010653524659574032,0.022028114646673203,0.010658752173185349,0.032513730227947235
90,8.443054684903473e-05,8.827099372865632e-05,8.059010724537075e-05,nan,0.010630935430526733,0.010660583153367043,0.022481031715869904,0.010664933361113071,0.007520614191889763
100,3.986758747487329e-05,3.99823984480463e-05,3.9752772863721475e-05,nan,0.010390376672148705,0.010476650670170784,0.02304074913263321,0.010477188043296337,0.005467777140438557
110,4.225414522807114e-05,4.184020872344263e-05,4.266808173269965e-05,nan,0.010474532842636108,0.01071578823029995,0.02352869138121605,0.010716107673943043,0.006069545168429613
120,9.757493899087422e-06,1.0444480722071603e-05,9.070508895092644e-06,nan,0.010726604610681534,0.010422993451356888,0.02252303436398506,0.010423198342323303,0.002958614844828844
130,5.041509893999319e-07,6.877219220768893e-07,3.205800567229744e-07,nan,0.010701566003262997,0.010643653571605682,0.02257952094078064,0.010643715038895607,0.0006539979367516935
140,2.066748947981978e-06,2.130424491042504e-06,2.0030734049214516e-06,nan,0.01048494316637516,0.010340278968214989,0.022846870124340057,0.01034028921276331,0.0012071160599589348
150,7.874628522586136e-07,1.0670219126041047e-06,5.079037919131224e-07,nan,0.010400403290987015,0.010472755879163742,0.022813105955719948,0.010472763329744339,0.0008061809930950403
160,2.6622990390023915e-07,2.941050922800059e-07,2.3835470130961767e-07,nan,0.01049239095300436,0.010607918724417686,0.022965405136346817,0.010607931762933731,0.0004889097763225436
170,1.0831771390940048e-07,1.987882285447995e-07,1.7847229472067738e-08,nan,0.01047811470925808,0.010377001017332077,0.022522635757923126,0.010376987978816032,0.0002345193934161216
180,1.1010165934521865e-07,2.0298485026160051e-07,1.7218475534264144e-08,nan,0.010694794356822968,0.010463666170835495,0.02240310050547123,0.0104636549949646,0.00023622237495146692
190,1.0929365146239434e-07,1.7276936148391542e-07,4.581795209901429e-08,nan,0.010521810501813889,0.010594014078378677,0.022611651569604874,0.010594014078378677,0.00023556078667752445
200,1.0092568913933064e-07,1.865267194034459e-07,1.5324651769788034e-08,nan,0.010738097131252289,0.010622531175613403,0.022661272436380386,0.010622527450323105,0.00021848929463885725
210,9.013965041049232e-08,1.5064779290696606e-07,2.9631515019445942e-08,nan,0.010810633189976215,0.010507319122552872,0.0228453129529953,0.0105073107406497,0.00018249078129883856
