iter,im_loss,no_replay_loss,replay_loss,ponder_loss,energy_no_replay,energy_replay,energy_start_no_replay,energy_start_replay,mean_last_dist
0,2.9607300758361816,nan,nan,nan,nan,nan,nan,nan,1.456653118133545
10,0.011215582489967346,nan,nan,nan,nan,nan,nan,nan,0.09012554585933685
20,1.6662826538085938,1.5041203498840332,1.8284447193145752,nan,-0.047948211431503296,-0.04461805522441864,-0.040701575577259064,-0.044427111744880676,0.9855937957763672
30,0.7512515783309937,1.015932559967041,0.48657065629959106,nan,-0.05205470323562622,-0.04861549288034439,-0.04258962720632553,-0.044735174626111984,0.5870886445045471
40,0.24550162255764008,0.2583998739719391,0.23260338604450226,nan,-0.059274204075336456,-0.05835425853729248,-0.042645834386348724,-0.0518680065870285,0.4146516025066376
50,0.08763422071933746,0.09479926526546478,0.08046919852495193,nan,-0.04700183868408203,-0.046781353652477264,-0.03783257678151131,-0.04511048272252083,0.25100645422935486
60,0.048627011477947235,0.04829748719930649,0.04895653948187828,nan,-0.052117496728897095,-0.05218569561839104,-0.04042847454547882,-0.05139227211475372,0.17633859813213348
70,0.013340786099433899,0.016335977241396904,0.010345594957470894,nan,-0.051301535218954086,-0.051259785890579224,-0.040014028549194336,-0.05100836232304573,0.09576484560966492
80,0.00510093430057168,0.0057809255085885525,0.004420943558216095,nan,-0.05165001377463341,-0.0516161248087883,-0.03916794806718826,-0.05152934417128563,0.05644639581441879
90,0.0034770602360367775,0.004328569397330284,0.002625551074743271,nan,-0.0524255633354187,-0.05186621844768524,-0.03993929922580719,-0.05184720456600189,0.04784810543060303
100,0.002939553465694189,0.0036136724520474672,0.002265434479340911,nan,-0.052301451563835144,-0.052250027656555176,-0.039844464510679245,-0.052240122109651566,0.04304198548197746
110,0.0023829699493944645,0.002606230555102229,0.002159709110856056,nan,-0.05180944502353668,-0.05210590735077858,-0.04019680246710777,-0.05210229009389877,0.04231150820851326
120,0.0022441360633820295,0.0026609734632074833,0.0018272987799718976,nan,-0.05146037042140961,-0.05212350934743881,-0.03993876650929451,-0.05212137848138809,0.03930811211466789
130,0.00174673309084028,0.0018578700255602598,0.0016355965053662658,nan,-0.0513291135430336,-0.05210418254137039,-0.03951564058661461,-0.052102237939834595,0.03611452504992485
140,0.001608617720194161,0.0019057074096053839,0.001311528030782938,nan,-0.05138765275478363,-0.051485173404216766,-0.03958752006292343,-0.051483698189258575,0.03327218443155289
150,0.0012916254345327616,0.0015231514116749167,0.0010600994573906064,nan,-0.05129380151629448,-0.05132559686899185,-0.039812203496694565,-0.05132501944899559,0.029518872499465942
160,0.0010854823049157858,0.0011732950806617737,0.000997669529169798,nan,-0.05146990716457367,-0.05139099061489105,-0.03955046832561493,-0.05139050632715225,0.027073856443166733
170,0.0010041806381195784,0.001108287600800395,0.0009000735590234399,nan,-0.0516517236828804,-0.051686402410268784,-0.039988983422517776,-0.05168605595827103,0.02597791515290737
180,0.0008818079950287938,0.001025885227136314,0.0007377308793365955,nan,-0.05187119171023369,-0.051348306238651276,-0.04039863124489784,-0.051348090171813965,0.023964369669556618
190,0.0007578309159725904,0.0008988301851786673,0.0006168316467665136,nan,-0.05148939788341522,-0.05137501657009125,-0.03958013281226158,-0.051374852657318115,0.02190289832651615
200,0.0006340716499835253,0.0006805192097090185,0.000587624148465693,nan,-0.05133426561951637,-0.05106538161635399,-0.040381573140621185,-0.05106525495648384,0.020601574331521988
210,0.0005082629504613578,0.000553877791389823,0.0004626481677405536,nan,-0.051274046301841736,-0.05125092715024948,-0.039128027856349945,-0.051250845193862915,0.018196456134319305
220,0.0004386742366477847,0.0004486820544116199,0.0004286663606762886,nan,-0.05100607872009277,-0.05103254318237305,-0.03991398960351944,-0.05103246867656708,0.016476865857839584
230,0.00035149630275554955,0.00036824337439611554,0.00033474923111498356,nan,-0.05068422108888626,-0.05101584643125534,-0.03990434110164642,-0.05101576820015907,0.01435045339167118
240,0.00036473796353675425,0.00041638303082436323,0.00031309289624914527,nan,-0.05189353600144386,-0.05110500752925873,-0.04001929983496666,-0.05110497400164604,0.014156099408864975
250,0.00028866552747786045,0.00035724908229894936,0.00022008201631251723,nan,-0.051282405853271484,-0.05050007253885269,-0.039724744856357574,-0.0505000501871109,0.012556158006191254
260,0.00026623031590133905,0.00029051388264633715,0.00024194674915634096,nan,-0.050690844655036926,-0.0510176345705986,-0.03967795521020889,-0.051017604768276215,0.011805173940956593
270,0.00019447170780040324,0.00018134865968022496,0.00020759475592058152,nan,-0.050803862512111664,-0.05074001103639603,-0.0391039103269577,-0.05073998495936394,0.010082169435918331
280,0.00018464309687260538,0.00021088137873448431,0.000158404785906896,nan,-0.050759755074977875,-0.05062379688024521,-0.03975328058004379,-0.05062376707792282,0.009584683924913406
290,0.0001701953005976975,0.00017706796643324196,0.00016332266386598349,nan,-0.05082666128873825,-0.05092199146747589,-0.039507586508989334,-0.0509219728410244,0.008867752738296986
300,0.00015770380559843034,0.00017576341633684933,0.00013964416575618088,nan,-0.050719253718853,-0.050526924431324005,-0.03962331265211105,-0.05052691698074341,0.008525175973773003
310,0.00014914158964529634,0.00016714821686036885,0.0001311349478783086,nan,-0.05094001442193985,-0.050298385322093964,-0.03942518308758736,-0.050298381596803665,0.008413366042077541
320,0.00012477763812057674,0.00013410361134447157,0.00011545165762072429,nan,-0.05043189227581024,-0.05065386742353439,-0.03885074704885483,-0.050653863698244095,0.008076793514192104
330,0.00011603017628658563,0.0001213385330629535,0.0001107218413380906,nan,-0.050739675760269165,-0.05030614137649536,-0.039839331060647964,-0.05030613765120506,0.007731890305876732
340,0.00012013527884846553,0.00012572262494359165,0.00011454794002929702,nan,-0.05102944374084473,-0.05097956210374832,-0.03985553979873657,-0.050979550927877426,0.008000079542398453
350,0.00013574097829405218,0.0001223591825691983,0.00014912275946699083,nan,-0.050887927412986755,-0.051163408905267715,-0.04015258699655533,-0.05116339772939682,0.008271029219031334
360,0.00011357498442521319,0.00012281464296393096,0.00010433532588649541,nan,-0.051046401262283325,-0.0500960536301136,-0.03972402960062027,-0.05009603500366211,0.00782281719148159
370,0.00010837730951607227,0.00010284287418471649,0.00011391174484742805,nan,-0.050739046186208725,-0.050741780549287796,-0.03995775058865547,-0.050741761922836304,0.007943952456116676
380,0.00011276900477241725,0.00011091605119872838,0.00011462198744993657,nan,-0.05053380876779556,-0.0507630854845047,-0.039929382503032684,-0.050763070583343506,0.008063266985118389
390,0.00011259502207394689,0.00011826869013020769,0.00010692134674172848,nan,-0.05063999444246292,-0.05071607977151871,-0.039469968527555466,-0.05071604996919632,0.008245477452874184
400,0.00011041834659408778,0.00012039091961923987,0.00010044574446510524,nan,-0.051208946853876114,-0.05089928209781647,-0.038778841495513916,-0.05089927837252617,0.008136657997965813
410,9.990455873776227e-05,0.00010051373828900978,9.929537918651477e-05,nan,-0.05094745010137558,-0.05096918344497681,-0.039549924433231354,-0.05096917226910591,0.007998250424861908
420,0.00011858476500492543,0.00012064944166922942,0.00011652007378870621,nan,-0.05033285170793533,-0.051082346588373184,-0.03897860646247864,-0.05108233168721199,0.00829668901860714
430,9.84573271125555e-05,0.00010541662777541205,9.149801917374134e-05,nan,-0.0501372255384922,-0.050673384219408035,-0.038463108241558075,-0.05067338049411774,0.007870974019169807
440,9.833255899138749e-05,0.000107304920675233,8.93602118594572e-05,nan,-0.05119374021887779,-0.05045708268880844,-0.04007498174905777,-0.050457075238227844,0.007909427396953106
450,0.00010429072426632047,9.854936797637492e-05,0.00011003208783222362,nan,-0.049937162548303604,-0.0511174276471138,-0.03834991902112961,-0.05111740157008171,0.008085471577942371
460,0.00011000473750755191,0.00011217829887755215,0.0001078311906894669,nan,-0.050886306911706924,-0.05097099021077156,-0.03948139026761055,-0.050970956683158875,0.008264657109975815
470,9.591467824066058e-05,0.00010419385216664523,8.763550431467593e-05,nan,-0.05045861750841141,-0.05051033943891525,-0.039515379816293716,-0.05051032826304436,0.00804358720779419
